序號,答案
20240117090001,440.75870981564844
20240117091001,486.6332605531625
20240117092001,530.8877478269096
20240117093001,572.9804581152393
20240117094001,612.39364179147
20240117095001,648.6418082128628
20240117100001,666.3282589050107
20240117101001,694.9591950637504
20240117102001,719.240834767388
20240117103001,738.8916881855134
20240117104001,753.6955478976736
20240117105001,763.5047989380466
20240117110001,773.4321862390982
20240117111001,773.092125969361
20240117112001,767.7388501477488
20240117113001,757.5051045452947
20240117114001,742.5887530764036
20240117115001,723.248497368291
20240117120001,643.5187379563075
20240117121001,616.3231663125323
20240117122001,585.7885380876551
20240117123001,552.3569674466055
20240117124001,516.4981852546665
20240117125001,478.70134250491765
20240117130001,446.80745213792056
20240117131001,406.63728531129584
20240117132001,366.0281427612081
20240117133001,325.4619401851277
20240117134001,285.3980467983066
20240117135001,246.26572406998378
20240117140001,183.08370034733628
20240117141001,146.94813157768635
20240117142001,112.78639832640874
20240117143001,80.84720579018847
20240117144001,51.32446658638355
20240117145001,24.35628870169353
20240117150001,43.02958733938044
20240117151001,21.368437509775276
20240117152001,2.3626732021054977
20240117153001,0.0
20240117154001,0.0
20240117155001,0.0
20240117160001,0.0
20240117161001,0.0
20240117162001,0.0
20240117163001,0.0
20240117164001,0.0
20240117165001,0.0
20240119090001,289.1123641704088
20240119091001,334.5375049180616
20240119092001,378.33605300584145
20240119093001,419.96589668719605
20240119094001,458.90899189660433
20240119095001,494.6796602420453
20240119100001,490.5804802718441
20240119101001,518.7190032231837
20240119102001,542.5009752062809
20240119103001,561.645210416274
20240119104001,575.9359200375379
20240119105001,585.2259991653493
20240119110001,543.8155471496202
20240119111001,542.9459747999358
20240119112001,537.0588238431083
20240119113001,526.2872442450075
20240119114001,510.8293224221729
20240119115001,490.94374204016776
20240119120001,498.6081399776173
20240119121001,470.85850895168653
20240119122001,439.764206934673
20240119123001,405.7661032413945
20240119124001,369.33240819875925
20240119125001,330.95051898013435
20240119130001,280.59958924654563
20240119131001,239.8181470955359
20240119132001,198.58138819299313
20240119133001,157.36896127942043
20240119134001,116.63789468362154
20240119135001,76.81502245845752
20240119140001,47.09138201835151
20240119141001,10.210683113891378
20240119142001,0.0
20240119143001,0.0
20240119144001,0.0
20240119145001,0.0
20240119150001,0.0
20240119151001,0.0
20240119152001,0.0
20240119153001,0.0
20240119154001,0.0
20240119155001,0.0
20240119160001,0.0
20240119161001,0.0
20240119162001,0.0
20240119163001,0.0
20240119164001,0.0
20240119165001,0.0
20240224090001,502.18676831987807
20240224091001,549.386378378878
20240224092001,594.9684701018842
20240224093001,638.3903745202408
20240224094001,679.1335416407455
20240224095001,716.7118771119808
20240224100001,704.7939577315551
20240224101001,734.7546021708599
20240224102001,760.3658588190057
20240224103001,781.3467097292247
20240224104001,797.4816744162399
20240224105001,808.6240609713794
20240224110001,806.6424084740597
20240224111001,807.6426111447702
20240224112001,803.6345142684469
20240224113001,794.7513867704905
20240224114001,781.1911334378319
20240224115001,763.2118750025895
20240224120001,759.3153004373621
20240224121001,733.485823767301
20240224122001,704.3159258431158
20240224123001,672.2441201431824
20240224124001,637.7359000670042
20240224125001,601.275663874098
20240224130001,571.9722947860349
20240224131001,533.0951516754901
20240224132001,493.74898430774823
20240224133001,454.41005692644427
20240224134001,415.53202016185963
20240224135001,377.5383301684646
20240224140001,301.4819892330197
20240224141001,266.37243969465567
20240224142001,233.17058310936523
20240224143001,202.117665159098
20240224144001,173.39900835433252
20240224145001,147.14245400399727
20240224150001,141.4510958684865
20240224151001,120.274848960383
20240224152001,101.61075194597345
20240224153001,85.3801517932435
20240224154001,71.47340026747531
20240224155001,59.76833322098571
20240224160001,14.750912187457175
20240224161001,7.191761224035304
20240224162001,1.7731201217768557
20240224163001,0.0
20240224164001,0.0
20240224165001,4.724723551769216
20240226090001,453.9899226158124
20240226091001,500.3467696028069
20240226092001,545.0960661484288
20240226093001,587.6949839003902
20240226094001,627.6248924979008
20240226095001,664.3997005888218
20240226100001,680.5023199383628
20240226101001,709.6792558577695
20240226102001,734.5170663278964
20240226103001,754.7350783764637
20240226104001,770.1182261050232
20240226105001,780.5202840989465
20240226110001,785.1511706171365
20240226111001,785.435498593934
20240226112001,780.7244482479762
20240226113001,771.1516593161012
20240226114001,756.9152918751508
20240226115001,738.2735752878543
20240226120001,731.4632780641123
20240226121001,704.9983010958821
20240226122001,675.2058576930433
20240226123001,642.5239029254283
20240226124001,607.4172484574607
20240226125001,570.3695226291222
20240226130001,546.8265128150364
20240226131001,507.38128669539077
20240226132001,467.47549018841045
20240226133001,427.5845875290056
20240226134001,388.16146986928027
20240226135001,349.6288760469866
20240226140001,317.6706659067344
20240226141001,282.0325394060658
20240226142001,248.30626930506628
20240226143001,216.732391797118
20240226144001,187.49542988802705
20240226145001,160.72226705271157
20240226150001,123.63934260978715
20240226151001,101.94584174693341
20240226152001,82.76113689822773
20240226153001,66.00340056663276
20240226154001,51.55832136598826
20240226155001,39.29668787321066
20240226160001,34.291168358286086
20240226161001,26.099422319155224
20240226162001,19.972094913197793
20240226163001,16.210975923377987
20240226164001,15.566154320577425
20240226165001,19.608819626599143
20240327090001,582.8472981408738
20240327091001,630.3812830864314
20240327092001,676.2369475785423
20240327093001,719.8773646541869
20240327094001,760.7894810748828
20240327095001,798.4930389685861
20240327100001,814.3691200407922
20240327101001,844.3883888924221
20240327102001,870.0376690833156
20240327103001,891.0460465343921
