序號,答案
20240117090001,512.6949616832234
20240117091001,614.6611739091948
20240117092001,656.4619227704346
20240117093001,890.6151069541311
20240117094001,895.0512032683276
20240117095001,922.9842248736844
20240117100001,1057.1419063202363
20240117101001,1030.302839568988
20240117102001,1032.6421590252735
20240117103001,1028.0596909517392
20240117104001,1050.8983901482954
20240117105001,1145.6926812904255
20240117110001,1773.2332849874913
20240117111001,1759.2337251974143
20240117112001,1677.4084109974465
20240117113001,1573.0035294035126
20240117114001,1622.813557088422
20240117115001,1250.0651961471951
20240117120001,1270.2793863333804
20240117121001,1146.8671913470646
20240117122001,1054.6231051054997
20240117123001,992.1196235371681
20240117124001,1041.1675446969464
20240117125001,1033.9093775801523
20240117130001,1058.33203947644
20240117131001,1004.0118587560212
20240117132001,975.0506691073007
20240117133001,957.9987841532719
20240117134001,955.5583357987769
20240117135001,885.7483437229673
20240117140001,828.4474733201486
20240117141001,803.0505299843693
20240117142001,771.4806615662566
20240117143001,717.472251642765
20240117144001,634.7655674230077
20240117145001,571.3414806923214
20240117150001,656.2505869863164
20240117151001,472.6246926680508
20240117152001,254.3769329234831
20240117153001,129.67502949083624
20240117154001,97.90233448425259
20240117155001,67.91423984939767
20240117160001,76.16440396821989
20240117161001,46.58372184740901
20240117162001,39.26008340595394
20240117163001,21.28119561837613
20240117164001,15.071947650716924
20240117165001,7.71463274288906
20240119090001,532.2958884378331
20240119091001,679.6151669593629
20240119092001,793.3462173240197
20240119093001,934.9618601833864
20240119094001,902.2308982892476
20240119095001,932.6097245026384
20240119100001,1006.0741277884082
20240119101001,1005.2366811032088
20240119102001,989.1319756784101
20240119103001,1045.4518967122865
20240119104001,1169.578198875601
20240119105001,1252.7543542323372
20240119110001,1373.5953823454352
20240119111001,1307.2065587491732
20240119112001,1334.0713535776665
20240119113001,1241.9861543208092
20240119114001,1067.621008367143
20240119115001,926.9001686015207
20240119120001,934.3225208429886
20240119121001,903.7856742969315
20240119122001,951.1029987169702
20240119123001,1108.6528518711311
20240119124001,1169.7194300124265
20240119125001,861.6016919220743
20240119130001,1169.4291827359284
20240119131001,1105.3847835255253
20240119132001,1022.5083602395736
20240119133001,771.7152021005197
20240119134001,614.7491731197223
20240119135001,593.1776345047288
20240119140001,545.9430810596219
20240119141001,522.5819004634066
20240119142001,501.7748568972924
20240119143001,414.58451739473173
20240119144001,370.19449741529
20240119145001,284.0837096906373
20240119150001,351.15063484034255
20240119151001,319.6584363500529
20240119152001,219.09423039022133
20240119153001,153.6061175744021
20240119154001,136.10911382212714
20240119155001,96.73412949612147
20240119160001,69.45695313504913
20240119161001,47.83735654060192
20240119162001,26.127872428267054
20240119163001,10.671285781656458
20240119164001,4.805914959532908
20240119165001,2.844021748396115
20240224090001,23.8085530122926
20240224091001,39.28374945454746
20240224092001,31.224819720480646
20240224093001,41.20372692780573
20240224094001,55.8963766514699
20240224095001,64.92072403240958
20240224100001,232.04673829699826
20240224101001,233.13624971589905
20240224102001,267.4062744637511
20240224103001,290.0674562501815
20240224104001,271.5560575145164
20240224105001,267.94368075712896
20240224110001,390.51689529289513
20240224111001,394.92773489905534
20240224112001,283.9336383551965
20240224113001,273.1027936022403
20240224114001,305.18128447142345
20240224115001,329.0541327925211
20240224120001,157.11298960562698
20240224121001,154.5506817168498
20240224122001,168.61525209380474
20240224123001,161.79125059870373
20240224124001,182.5353018408078
20240224125001,75.33960137021879
